date, Iron_Feed,Silica_Feed,Starch_Flow,Amina_Flow,Ore_Pulp_Flow,Ore_Pulp_pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation_Column_04AirFlow,Flotation_Column_05AirFlow,Flotation _Column06Air Flow,Flotation_Column07AirFlow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation _Column04Level,Flotation_Column05Level,Flotation_Column06Level,Flotation_Column07Level,Iron_Concentrate,Silica _Concentrate
11-03-2017 17:00,"59,66","9,09","3619,14","33935544,44,444","38330936,36,364","1,00,258","1,74","2,46,753","2,47,302","2,49,719","2,95,096","306,4","248,73","2,50,488","5,99,835","6,76,855","6,94,675","5,57,425","579,97","5,21,135","537,41","66,21","1,83"
11-03-2017 17:00,"59,66","9,09","3728,52","32165522,22,222","38097890,90,909","1,00,261","1,74","2,47,961","2,46,204","2,50,269","2,95,096","306,4","249,39","2,50,598","6,23,859","710,84","723,27","573,44","597,32","553,62","570,24","66,21","1,83"
11-03-2017 17:00,"59,66","9,09","3781,25","3,03,955","37864845,45,455","1,00,263","1,74","2,50,598","2,50,928","2,52,136","2,95,096","306,4","2,50,049","2,49,609","6,28,113","725,85","7,24,885","5,89,065","6,12,745","572,66","5,76,585","66,21","1,83"
11-03-2017 17:00,"59,66","9,09","3703,13","3,04,871","3,76,318","1,00,266","1,74","2,53,455","2,55,432","2,52,356","2,95,096","306,4","2,49,609","249,28","5,68,304","702,63","6,78,485","596,68","618,53","558,66","558,38","66,21","1,83"
11-03-2017 17:00,"59,66","9,09","3591,8","3,05,176","3,76,611","1,00,268","1,74","2,54,883","2,54,333","2,50,818","2,95,096","306,4","2,50,159","2,51,917","481,47","655,05","603,49","6,05,075","622,11","542,7","535,76","66,21","1,83"
11-03-2017 17:00,"59,66","9,09","3560,55","3,05,176","3,76,904","10,027","1,74","2,54,663","2,50,378","248,73","2,95,096","306,4","2,50,378","2,49,939","4,19,659","6,12,285","541,44","6,00,585","6,24,035","551,38","536,31","66,21","1,83"
11-03-2017 17:00,"59,66","9,09","3574,22","3,35,388","3,77,197","1,00,273","1,74","2,53,894","2,47,412","2,45,984","2,95,096","306,4","249,17","2,48,511","3,84,625","590,76","503,4","602,54","6,37,805","567,62","544,03","66,21","1,83"
11-03-2017 17:00,"59,66","9,09","3588,87","4,01,001","377,49","1,00,275","1,74","2,52,795","2,46,313","2,46,643","2,95,096","306,4","248,95","249,17","3,81,873","573,2","466,98","626,17","657,36","587,78","551,48","66,21","1,83"
11-03-2017 17:00,"59,66","9,09","3595,7","4,44,641","3,77,783","1,00,277","1,74","2,51,147","2,44,006","2,48,511","2,95,096","306,4","2,47,632","2,47,961","4,03,394","5,60,175","432,99","643,75","6,66,445","6,11,305",565,"66,21","1,83"
11-03-2017 17:00,"59,66","9,09","3605,47","4,60,205","3,78,076","10,028","1,74","2,50,049","2,43,457","248,95","2,95,096","306,4","2,45,874","249,5","4,13,403","5,54,795","4,01,965","6,54,495","650,06","630,63","5,70,515","66,21","1,83"
11-03-2017 17:00,"59,66","9,09","3634,77","4,75,464","3,78,369","1,00,282","1,74","2,50,269","2,47,852","2,51,367","2,95,096","306,4","2,48,071","249,28","4,17,157","5,36,955","3,67,705","5,56,055","6,33,675","643,51","5,79,345","66,21","1,83"
11-03-2017 17:00,"59,66","9,09","3683,59","4,91,333","3,78,662","10,028","1,74","2,51,038","2,53,564","2,52,795","2,95,096","306,4","2,52,686","249,17","430,92","517,13","349,9","4,35,155","5,68,405","652,19","576,59","66,21","1,83"
11-03-2017 17:00,"59,66","9,09","3754,88","5,01,709","3,78,955","1,00,274","1,74","2,51,477","2,52,466","2,52,136","2,95,096","306,4","2,53,894","2,50,488","4,25,165","500,7","348,01","4,18,945","5,49,405","653,59","5,62,795","66,21","1,83"
11-03-2017 18:00,"59,66","9,09","3117,19","561,89","400,02","9,98,191","1,77","248,95","260,42","252,51","2,95,096","306,4","2,51,851","2,49,697","4,29,319","431,49","4,57,106","4,54,998","4,40,736","419,93","3,65,046","66,21","1,83"
11-03-2017 18:00,"59,66","9,09","3016,41","5,66,162","3,98,906","9,98,144","1,77","2,49,038","2,52,993","2,51,763","2,95,096","306,4","2,50,269","2,52,642","4,43,333","4,34,324","4,59,694","4,69,372","460,45","4,84,114","3,80,162","66,21","1,83"
11-03-2017 18:00,"59,66","9,09","2948,44","5,68,359","4,01,777","9,98,097","1,77","2,48,994","2,52,378","2,50,928","2,95,096","306,4","2,49,917","2,49,258","4,39,229","4,32,398","4,39,194","4,60,778","4,57,258","5,08,978","414,7","66,21","1,83"
11-03-2017 18:00,"59,66","9,09","2919,14","572,51","4,01,777","99,805","1,77","2,47,324","246,05","2,47,808","2,95,096","306,4","2,48,555","2,50,928","450,94","445,65","427,22","4,38,596","4,50,868","498,45","4,46,596","66,21","1,83"
11-03-2017 18:00,"59,66","9,09","2952,34","576,05","4,04,414","9,98,003","1,77","2,46,885","2,51,411","2,46,577","2,95,096","306,4","2,49,082","2,51,455","4,58,447","4,52,448","4,32,718","4,28,826","4,42,722","4,62,834","4,85,436","66,21","1,83"
11-03-2017 18:00,"59,66","9,09","3017,97","5,70,068","4,02,363","9,97,956","1,77","2,46,621","254,18","2,49,302","2,95,096","306,4","2,50,269","2,47,676","450,74","4,63,886","4,40,594","437,66","4,46,906","4,43,122","501,88","66,21","1,83"
11-03-2017 18:00,"59,66","9,09","3084,38","568,97","3,97,148","9,97,909","1,77","2,47,017","2,48,291","249,17","2,95,096","306,4","2,49,609","2,51,763","4,59,849","4,66,264","4,47,936","4,50,704","4,41,064","4,29,008","4,84,222","66,21","1,83"
11-03-2017 18:00,"59,66","9,09","3131,64","5,75,073","3,95,215","9,97,862","1,77","2,47,456","2,54,399","2,50,796","2,95,096","306,4","2,50,708","250,62","4,56,545","4,62,982","454,84","4,55,702","4,48,778","4,18,922","4,53,766","66,21","1,83"
11-03-2017 18:00,"59,66","9,09","3168,36","5,75,195","3,87,949","9,97,814","1,77","2,49,126","2,56,816","2,53,389","2,95,096","306,4","2,51,367","2,52,905","4,45,435","4,45,084","4,50,848","4,53,982","4,49,326","4,40,098","423,86","66,21","1,83"
11-03-2017 18:00,"59,66","9,09","3231,64","5,63,599","4,01,484","9,97,767","1,77","2,52,026","2,52,861","2,51,675","2,95,096","306,4","2,50,093","2,50,137","4,45,435","4,30,922","4,35,742","4,62,578","4,61,888","476,61","427,39","66,21","1,83"
11-03-2017 18:00,"59,66","9,09","3338,28","5,63,721","4,02,949","99,772","1,77","2,53,652","2,51,851","2,50,796","2,95,096","306,4","2,49,346","2,52,114","4,39,629","4,22,996","4,39,298","4,63,122",461,"4,91,842","4,44,054","66,21","1,83"
11-03-2017 18:00,"59,66","9,09","3411,33","5,69,702","4,01,777","9,97,673","1,77","2,52,861","2,51,938","248,73","2,95,096","306,4","2,52,026","2,48,071","4,54,644","4,34,436","4,41,674","4,53,904","4,59,348","4,58,802","4,64,028","66,21","1,83"
11-03-2017 18:00,"59,66","9,09","3444,14","5,68,115","4,00,254","9,97,626","1,77","2,51,895","2,50,532","2,46,753","2,95,096","306,4","2,49,214","2,48,511","4,78,667","457,2","4,49,342","4,33,436","4,48,554","443,57","4,78,592","66,21","1,83"
11-03-2017 18:00,"59,66","9,09","3433,59","5,67,017","401,66","9,97,579","1,77","252,07","2,47,192","2,49,214","2,95,096","306,4","2,48,994","2,49,697","471,66","4,66,606","451,93","4,16,638","4,30,708","4,52,082","4,91,616","66,21","1,83"
11-03-2017 19:00,"59,66","9,09","3444,92","5,63,354","3,99,844","9,97,532","1,77","2,51,279","2,50,488","2,48,511","2,95,096","306,4","2,50,532","2,48,203","4,58,647","4,64,224","4,64,118","4,28,826","4,28,174","4,46,818","4,86,096","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3464,06","5,57,129","3,92,695","9,97,485","1,77","2,51,235","2,49,829","2,49,434","2,95,096","306,4","2,49,697","2,50,708","4,59,648","4,55,954","466,17","4,40,938","4,37,872","4,29,344","4,70,756","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3478,13","5,53,269","3,94,057","9,97,438","1,77","2,52,675","2,51,629","2,53,041","2,95,096","306,4","2,52,476","2,48,157","4,30,706","4,51,532","4,70,799","4,61,305","447,73","4,16,173","4,22,647","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3442,19","5,59,875","3,98,467","9,97,391","1,77","253,63","2,54,817","2,52,554","2,95,096","306,4","2,51,686","2,48,586","4,39,904","4,41,935","4,61,311","4,68,241","4,50,621","426,37","402,98","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3401,04","5,61,646","401,47","9,97,344","1,77","2,53,905","2,51,235","2,51,576","2,95,096","306,4","2,52,576","2,49,445","4,39,254","4,40,465","4,51,818","4,61,878","4,43,878","4,61,266","4,01,296","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3409,77","5,64,972","3,98,247","9,97,297","1,77","2,53,345","2,53,202","2,49,774","2,95,096","306,4","2,54,443","2,52,015","4,53,718","4,47,715","4,50,313","4,65,432","4,54,314","4,90,638","4,24,964","65,5","3,42"
11-03-2017 19:00,"59,66","9,09",3400,"561,31","3,94,893","99,725","1,77","2,53,246","2,47,148","2,47,368","2,95,096","306,4","254,18","2,50,411","4,63,202","4,59,215","4,50,117","4,49,962","4,40,846","481,51","4,52,198","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3421,39","5,65,277","3,92,021","9,97,203","1,77","2,52,356","2,45,951","2,49,445","2,95,096","306,4","2,52,092","2,48,698","4,73,562","4,62,385","4,38,409","4,23,086","4,23,141","4,61,658","481,33","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3429,69","555,42","3,95,508","9,97,156","1,77","2,50,488","2,47,632","2,48,511","2,95,096","306,4","248,73","2,48,511","4,59,949","466,72","437,04","447,66","439,52","443,57","494,93","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3434,38","5,56,427","3,94,453","9,97,109","1,77","2,50,258","2,47,302","2,48,346","2,95,096","306,4","2,48,763","2,48,873","4,57,621","4,65,955","4,37,849","450,59","4,42,824","440,04","492,53","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3451,27","561,31","3,89,048","9,97,061","1,77","2,49,082","246,39","2,48,071","2,95,096","306,4","2,49,214","2,50,829","4,46,085","4,60,855","4,43,078","4,69,065","4,63,947","420,88","4,72,721","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3392,09","557,19","3,94,307","9,97,052","1,77","2,49,796","2,52,433","2,52,367","2,95,096","306,4","2,50,576","2,50,203","4,52,742","4,54,481","4,48,288","4,80,452","4,79,099","4,26,986","4,36,299","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3365,14","5,61,035","4,04,092","9,97,252","1,77","249,84","2,56,179","2,55,081","2,95,096","306,4","2,49,961","2,49,763","4,37,352","4,40,975","4,54,491","4,80,492","4,86,256","441,75","4,30,345","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3365,53","5,65,186","3,95,859","9,97,452","1,77","2,51,115","2,56,278","2,52,235","2,95,096","306,4","2,51,005","2,49,851","4,37,452","4,28,626","4,39,785","453,32","4,75,851","4,83,722","4,38,592","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3449,12","5,65,369","4,03,184","9,97,653","1,77","2,50,862","2,49,664","2,50,433","2,95,096","306,4","252,29","2,52,136","4,41,556","4,22,854","4,39,548","4,36,367","4,71,001","4,92,374","4,56,418","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3539,75","5,67,139","4,05,044","9,97,853","1,77","2,50,323","2,45,061","2,47,467","2,95,096","306,4","2,49,719","2,50,005","4,49,739","4,34,352","4,53,195","4,34,194","4,58,721","4,87,558","4,89,137","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3561,43","5,71,106","4,03,901","9,98,053","1,77","2,49,192","2,45,962","246,83","2,95,096","306,4","2,48,379","2,48,643","461,75","455,16","4,53,227","4,30,388","4,34,646","4,54,882","4,93,159","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3592,58","5,70,801","4,01,396","9,98,254","1,77","2,47,939","2,49,675","2,48,478","2,95,096","306,4","2,51,104","2,49,587","4,70,759","4,65,276","4,69,871","4,17,438","4,08,517","4,37,969","4,84,527","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3542,48","5,74,402","3,98,892","9,98,454","1,77","2,46,962","2,52,697","2,48,654","2,95,096","306,4","2,49,247","2,50,378","4,63,953","457,43","4,61,777","436,89","4,17,767","4,29,617","4,52,059","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3485,55","5,69,916","3,95,493","9,98,654","1,77","2,45,951","247,39","2,51,301","2,95,096","306,4","2,47,324","2,48,939","4,61,625","4,58,424","4,69,356","452,46","4,26,333","4,36,038","4,21,622","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3498,34","562,5","4,07,725","9,98,855","1,77","2,47,764","2,52,411","2,54,268","2,95,096","306,4","2,48,137","2,50,906","4,45,435","4,51,251","4,60,341","4,59,945","4,49,082","4,36,458","400,93","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3535,55","5,65,033","4,02,686","9,99,055","1,77","2,48,445","2,52,817","2,51,993","2,95,096","306,4","2,49,071","2,48,522","4,27,968","439,98","4,45,103","4,62,874","4,54,447","4,50,038","3,90,228","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3545,61","5,67,169","4,04,956","9,99,256","1,77","2,48,038","2,49,994","251,51","2,95,096","306,4","2,51,455","2,49,961","425,34","4,35,706","4,39,948","4,76,876","4,63,479","466,81","4,10,208","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3526,17","566,04","4,03,315","9,99,456","1,77","2,47,786","2,49,478","2,49,467","2,95,096","306,4","2,46,775","2,50,576","4,28,893","4,36,103","4,30,236","4,86,933","4,76,291","4,63,982","4,37,405","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3517,19","572,51","401,47","9,99,656","1,77","2,47,379","2,43,699","2,47,643","2,95,096","306,4","2,45,852","2,49,862","4,53,993","4,53,604","4,39,683","4,42,047","4,64,395","4,74,678","4,81,326","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3494,82","5,63,324","4,02,349","9,99,857","1,77","2,47,094","2,56,234","2,48,851","2,95,096","306,4","248,06","2,50,115","4,66,655","4,63,345","4,51,519","4,21,484","4,36,026","4,72,578","5,07,538","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3439,84","5,70,251","3,95,991","1,00,006","1,77","2,46,533","2,49,445","2,48,324","2,95,096","306,4","253,4","2,50,356","4,56,295","4,66,551","4,53,488","4,36,117","4,32,142","4,62,216","5,20,202","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3415,82","5,71,564","4,03,843","1,00,026","1,77","2,46,566","2,52,114","2,48,906","2,95,096","306,4","2,48,005","2,49,741","4,55,895","4,64,655","4,65,065","4,44,043","4,37,076","4,22,224","4,78,708","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3389,36","5,72,113","4,04,019","1,00,046","1,77","2,47,181","251,96","2,51,543","2,95,096","306,4","244,49","2,50,192","456,42","4,56,385","4,52,276","4,45,408","4,54,474","404,78","419,5","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3374,9","5,65,582","4,00,913","1,00,066","1,77","2,50,104","2,54,235","2,53,455","2,95,096","306,4","2,49,137","2,48,741","4,40,805","4,38,171","448,21","4,44,395","4,55,445","4,05,538","3,92,632","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3405,86","564,85","3,99,683","1,00,086","1,77","253,07","2,47,775","2,51,521","2,95,096","306,4","2,56,487","2,50,411","419,81","429,79","4,37,634","4,55,314","4,61,472","4,57,514","3,96,414","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3458,98","5,87,158","3,88,477","1,00,106","1,77","2,54,004","2,46,094","2,51,147","2,95,096","306,4","256,86","2,52,466","4,33,423","425,94","434,88","496,48","479,73","498,45","407,2","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3463,67","5,83,771","3,89,224","1,00,126","1,77","2,53,839","2,46,984","2,50,653","2,95,096","306,4","2,55,443","2,51,609","4,33,348","4,26,875","4,35,689","4,90,914","4,77,747","498,87","4,12,661","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3492,29","5,65,033","3,94,204","1,00,146","1,77","2,52,675","2,51,136","2,47,588","2,95,096","306,4","2,46,852","247,61","435,7","4,34,549","4,40,837","4,53,628","4,63,288","4,97,134","4,48,494","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3498,34","5,68,726","3,99,229","1,00,166","1,77","2,51,433","2,46,094","2,46,522","2,95,096","306,4","2,45,127","2,51,807","4,54,518","4,50,238","4,46,154","4,21,969","442,22","470,87","480,97","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3466,5","5,74,219","4,02,656","1,00,186","1,77","2,51,708","2,46,522","2,49,049","2,95,096","306,4","2,53,114","2,48,071","4,72,561","4,65,129","4,57,594","4,27,771","4,26,796","4,52,278","5,08,088","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3469,53","568,42","3,95,933","1,00,206","1,77","2,51,016","2,48,093","2,49,576","2,95,096","306,4","2,50,686","2,48,698","4,73,036","4,76,061","4,53,626","4,35,702","429,28","4,36,876","5,02,406","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3488,18","561,92","3,93,369","1,00,226","1,77","2,50,499","2,45,248","2,50,115","2,95,096","306,4","245,16","2,52,048","4,55,845","461,11","4,46,183","455,06","4,29,558","4,11,472","4,64,748","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3438,09","5,75,806","4,02,656","1,00,246","1,77","2,52,037","2,56,377","253,96","2,95,096","306,4","2,50,291","2,50,994","4,50,114","4,55,247","4,42,484","460,19","4,43,464","4,13,629","4,15,222","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3404,1","5,64,178","4,02,056","1,00,266","1,77","2,53,345","2,54,784","2,52,499","2,95,096","306,4","2,53,169","2,51,038","4,35,125","4,38,824","4,38,841","4,63,727","4,54,034","4,38,978","3,95,556","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3370,02","5,68,939","4,02,935","1,00,282","1,77","2,53,246","2,53,004","2,52,125","2,95,096","306,4","2,53,575","249,5","4,28,143","4,40,381","4,34,367","4,60,408","4,61,224","484,45","4,01,266","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3306,84","5,68,268","3,95,127","1,00,274","1,77","2,52,587","2,45,468","2,48,456","2,95,096","306,4","2,47,577","2,51,433","4,48,913","4,35,995","4,35,556","4,71,715","4,75,105","493,13","4,25,625","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3317,68","5,62,622","3,95,508","1,00,265","1,77","2,51,927","2,43,402","246,05","2,95,096","306,4","249,5","2,51,312","4,62,501","4,41,203","429,35","4,37,322","4,55,193","4,83,834","4,73,629","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3466,02","5,69,214","4,00,269","1,00,257","1,77","2,51,235","2,51,609","2,48,324","2,95,096","306,4","2,54,279","2,48,412","4,61,675","457,77","4,58,188","423,46","4,36,548","4,53,257","4,91,587","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3643,36","5,70,282","3,98,408","1,00,249","1,77","2,50,225","2,50,851","2,48,445","2,95,096","306,4","2,48,588","2,48,148","4,71,535","4,60,771","4,54,379","426,25","4,29,555","4,25,556","4,96,117","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3657,03","5,64,392","3,95,757","1,00,241","1,77","2,48,632","2,53,466","2,48,335","2,95,096","306,4","2,43,226","2,49,829","4,69,558","4,55,705","4,64,577","4,30,667","4,34,013","4,24,156","4,81,407","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3553,81","5,63,354","3,97,896","1,00,233","1,77","2,48,137","2,56,476","2,49,763","2,95,096","306,4","2,46,511","2,49,401","4,50,765","4,52,901","4,68,357","4,42,965","4,44,949","4,20,516","4,44,441","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3370,21","563,18","3,84,501","1,00,224","1,77","2,48,291","2,54,977","2,49,515","2,95,096","306,4","2,51,556","2,47,569","4,23,056","444,39","469,72","4,59,599","4,56,909","4,34,121","4,19,571","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3298,24","5,62,439","392,9","1,00,216","1,77","2,46,907","2,51,235","2,50,269","2,95,096","306,4","252,51","2,50,928","4,32,922","439,19","4,58,242","4,77,776","4,74,659","4,63,842","4,11,446","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3304,13","5,65,125","3,97,559","1,00,208","1,77","2,46,292","2,48,555","2,50,225","2,95,096","306,4","2,50,906","248,95","4,32,572","4,37,603","4,54,948","4,59,065","4,69,812","483,61","418,12","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3359,57","564,27","3,89,824","10,02","1,77","2,46,028","252,62","2,49,807","2,95,096","306,4","2,50,203","2,49,236","430,57","4,49,614","4,55,003","4,46,677","4,79,895","4,71,066","4,50,562","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3358,4","5,62,439","3,91,875","1,00,191","1,77","2,45,457","2,50,093","2,49,543","2,95,096","306,4","2,45,654","2,51,565","440,88","4,38,853","4,46,966","4,56,368","4,83,694","4,69,106","4,86,319","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3327,54","5,69,397","3,96,914","1,00,183","1,77","2,45,632","2,50,203","2,48,906","2,95,096","306,4","2,46,138","249,39","4,42,382","4,43,496","4,47,183","4,61,521","5,02,812","4,45,698","5,11,917","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3286,13","5,58,533","4,03,389","1,00,175","1,77","2,45,413","2,48,159","2,48,555","2,95,096","306,4","2,50,291","2,49,456","4,60,049","4,48,534","4,32,234","434,73","4,85,347","4,35,002","4,99,234","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3281,45","5,64,758","3,95,625","1,00,167","1,77","2,45,171","2,52,092","2,49,038","2,95,096","306,4","2,48,489","2,50,181","461,25","448,2","4,37,256","4,32,266","4,66,786","4,40,266","4,81,519","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3325,39","5,66,895","3,99,199","1,00,158","1,77","2,44,863","2,45,325","2,49,829","2,95,096","306,4","2,48,401","2,51,213","460,85","449,22","4,33,369","445,78","469,27","455,33","4,62,151","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3390,43","571,35","3,98,262","10,015","1,77","2,45,654","2,50,225","2,49,851","2,95,096","306,4","2,49,302","2,49,807","4,34,124","4,45,423","4,24,953","4,55,199","4,71,032","4,49,562","4,33,574","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3408,79","571,35","3,98,848","1,00,142","1,77","2,45,742","250,51","2,50,137","2,95,096","306,4","2,48,511","2,49,631","4,45,585","4,52,107","4,29,263","4,67,771","4,85,017","4,43,626","417,68","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3424,22","5,65,918","3,95,713","1,00,134","1,77","2,46,687","2,56,157","2,50,884","2,95,096","306,4","2,48,687","2,49,983","4,51,891","4,49,389","4,42,807","443,24","4,67,169","4,51,074","4,19,666","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3353,32","5,62,256","4,05,117","1,00,125","1,77","2,48,027","2,51,367","2,50,488","2,95,096","306,4","2,50,115","2,51,125","4,55,995","4,60,487","4,51,492","4,27,808","4,56,763","4,71,122","440,41","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3314,65","5,69,214","4,02,217","1,00,117","1,77","2,47,698","2,47,478","2,50,466","2,95,096","306,4","248,73","2,48,994","4,56,796","4,49,724","4,54,841","4,25,391","4,42,223","4,93,298","4,68,171","65,5","3,42"
11-03-2017 19:00,"59,66","9,09","3299,22","5,72,388","4,04,385","1,00,109","1,77","2,48,335","2,48,159","2,50,291","2,95,096","306,4","2,48,774","2,49,456","4,58,748","4,45,083","4,52,148","4,31,527","4,31,865","4,52,697","4,82,349","65,5","3,42"
11-03-2017 20:00,"59,66","9,09","2975,63","5,63,232","4,02,715","9,92,597","1,77,041","2,49,917","2,52,905","2,51,016","2,95,096","306,4","2,50,093","2,49,829","5,31,819","5,56,548","554,12","560,7","5,61,574","502,93","4,85,216","64,565","3,865"
11-03-2017 20:00,"59,66","9,09","2989,84","5,78,735","4,12,148","9,92,493","1,77,007","2,50,181","2,51,323","2,49,346","2,95,096","306,4","2,50,225","2,49,478","5,56,042","5,41,258","5,52,392","5,41,408","5,45,606","4,91,954","4,85,988","64,565","3,865"
11-03-2017 20:00,"59,66","9,09","2972,66","5,69,214","3,97,559","9,92,387","1,76,972","2,50,269","2,54,224","2,49,302","2,95,096","306,4","2,49,917","250,62","5,64,551","5,26,076","5,51,528","5,29,926","5,31,944","5,01,586","4,95,482","64,565","3,865"
11-03-2017 20:00,"59,66","9,09","2892,19","5,71,167","3,93,223","9,92,281","1,76,938","2,50,796","2,54,399","2,49,038","2,95,096","306,4","2,49,478","2,50,928","5,56,243","5,05,118","5,60,916","536,64","5,38,226","5,06,402","5,14,898","64,565","3,865"
11-03-2017 20:00,"59,66","9,09","2854,3","5,66,162","3,99,492","9,92,175","1,76,903","2,50,576","2,51,411","2,48,599","2,95,096","306,4","2,49,741","2,50,576","5,38,425","4,84,844","5,46,458","5,48,358","541,2","502,37","517,88","64,565","3,865"
11-03-2017 20:00,"59,66","9,09","2873,05","5,75,317","3,99,434","9,92,069","1,76,869","2,50,664","2,46,841","2,49,038","2,95,096","306,4","2,49,829","2,50,488","5,40,527","4,66,376","5,50,882","5,61,404","544,5","4,79,746","505,19","64,565","3,865"
11-03-2017 20:00,"59,66","9,09","2874,22","5,64,331","4,04,648","9,91,963","1,76,834","2,50,884","2,50,972","2,48,994","2,95,096","306,4","2,50,356","2,50,488","5,26,814","4,52,782","5,53,904","575,94","5,62,454","4,71,682","4,81,356","64,565","3,865"
11-03-2017 20:00,"59,66","9,09","2873,05","5,68,237","4,09,102","9,91,857","1,768","2,51,279","2,49,434","2,51,587","2,95,096","306,4","2,50,137","2,50,137","5,35,422","4,67,514","5,47,648","5,57,966","5,54,414","4,99,682","4,67,778","64,565","3,865"
11-03-2017 20:00,"59,66","9,09","2871,48","5,72,998","4,06,113","9,91,751","1,76,766","2,50,664","2,47,676","2,52,598","2,95,096","306,4","2,49,873","2,49,521","564,15","5,02,628","5,52,934","5,76,794","5,70,282","5,23,434","4,86,432","64,565","3,865"
11-03-2017 20:00,"59,66","9,09","2878,91","5,66,406","4,04,004","9,91,645","1,76,731","2,50,664","2,45,127","2,50,225","2,95,096","306,4","2,50,005","2,49,741","5,67,754","5,33,442","5,47,756","5,15,938","5,29,188","5,51,324","5,26,932","64,565","3,865"
11-03-2017 21:00,"59,66","9,09",1350,"5,61,768","4,07,461","9,92,199","1,75","2,47,808","248,95","249,39","2,95,096","306,4","2,50,181","2,50,005","543,23","5,52,924","5,37,174","5,79,144","554,42","5,06,626","4,78,488","64,565","3,865"
11-03-2017 21:00,"59,66","9,09","1646,58","5,49,805","4,13,848","9,92,116","1,75","2,47,808","2,48,599","249,39","2,95,096","306,4","2,50,137","2,49,829","5,57,144","5,51,566","5,31,888","5,61,954","5,62,132","5,15,586","4,91,508","64,565","3,865"
11-03-2017 21:00,"59,66","9,09","2934,38","5,54,688","4,12,793","9,91,916","1,75,021","2,47,632","2,52,202","2,49,258","2,95,096","306,4","2,50,181","2,50,093","564,15","5,51,568","5,35,342","5,32,108","5,56,622","5,21,186","5,22,956","64,565","3,865"
